tau_mode,tau_mode_date,prob_sigma2_gt_sigma1,delta_sigma_mean,delta_sigma_hdi_low,delta_sigma_hdi_high
5406,2008-08-21,1.0,0.005815666782883083,0.00507973297012811,0.006603515247803501
