tau,tau_date
282,1988-06-29
282,1988-06-29
282,1988-06-29
282,1988-06-29
2290,1996-05-17
2290,1996-05-17
2290,1996-05-17
2290,1996-05-17
5421,2008-09-12
7501,2016-12-09
8594,2021-03-24
8594,2021-03-24
8594,2021-03-24
8594,2021-03-24
8594,2021-03-24
7962,2018-10-02
5358,2008-06-13
6175,2011-09-14
6859,2014-06-05
5616,2009-06-23
6051,2011-03-15
8242,2019-11-07
8242,2019-11-07
6558,2013-03-28
4792,2006-03-16
4918,2006-09-12
3580,2001-07-02
2587,1997-07-24
2587,1997-07-24
1878,1994-09-30
1143,1991-11-07
1304,1992-06-25
1304,1992-06-25
1431,1992-12-21
1431,1992-12-21
1431,1992-12-21
1431,1992-12-21
1431,1992-12-21
1001,1991-04-22
1001,1991-04-22
1001,1991-04-22
1001,1991-04-22
1001,1991-04-22
1001,1991-04-22
254,1988-05-20
254,1988-05-20
254,1988-05-20
254,1988-05-20
465,1989-03-15
43,1987-07-22
43,1987-07-22
43,1987-07-22
43,1987-07-22
43,1987-07-22
43,1987-07-22
43,1987-07-22
43,1987-07-22
43,1987-07-22
43,1987-07-22
43,1987-07-22
43,1987-07-22
2717,1998-01-30
1950,1995-01-13
1824,1994-07-15
2624,1997-09-17
3123,1999-09-13
1932,1994-12-15
1280,1992-05-21
1729,1994-02-28
5582,2009-05-05
8065,2019-03-01
8065,2019-03-01
5762,2010-01-21
3188,1999-12-13
482,1989-04-11
482,1989-04-11
1827,1994-07-20
704,1990-02-21
707,1990-02-26
707,1990-02-26
422,1989-01-13
422,1989-01-13
3504,2001-03-15
3504,2001-03-15
3504,2001-03-15
3504,2001-03-15
3171,1999-11-18
2449,1997-01-02
2449,1997-01-02
4072,2003-06-03
3812,2002-05-28
2264,1996-04-10
1884,1994-10-10
2046,1995-06-01
2046,1995-06-01
2034,1995-05-15
3593,2001-07-19
4186,2003-11-10
4186,2003-11-10
4186,2003-11-10
4186,2003-11-10
581,1989-08-29
581,1989-08-29
193,1988-02-23
193,1988-02-23
193,1988-02-23
3148,1999-10-18
2256,1996-03-27
3241,2000-03-02
3885,2002-09-10
3219,2000-02-01
5968,2010-11-12
5968,2010-11-12
7020,2015-01-26
7020,2015-01-26
5664,2009-08-31
8063,2019-02-27
4394,2004-08-31
4934,2006-10-04
6797,2014-03-10
6799,2014-03-12
3645,2001-10-01
3159,1999-11-02
6606,2013-06-06
5902,2010-08-11
7886,2018-06-18
3219,2000-02-01
912,1990-12-13
912,1990-12-13
912,1990-12-13
912,1990-12-13
2373,1996-09-13
2373,1996-09-13
2373,1996-09-13
3215,2000-01-26
1451,1993-01-21
1451,1993-01-21
2115,1995-09-07
255,1988-05-23
255,1988-05-23
255,1988-05-23
255,1988-05-23
255,1988-05-23
255,1988-05-23
4,1987-05-27
704,1990-02-21
704,1990-02-21
704,1990-02-21
733,1990-04-03
1740,1994-03-15
770,1990-05-29
1813,1994-06-30
2311,1996-06-18
2953,1999-01-07
2953,1999-01-07
2953,1999-01-07
12,1987-06-08
12,1987-06-08
12,1987-06-08
12,1987-06-08
12,1987-06-08
12,1987-06-08
12,1987-06-08
12,1987-06-08
12,1987-06-08
12,1987-06-08
12,1987-06-08
12,1987-06-08
12,1987-06-08
12,1987-06-08
12,1987-06-08
12,1987-06-08
12,1987-06-08
12,1987-06-08
12,1987-06-08
12,1987-06-08
12,1987-06-08
4,1987-05-27
4,1987-05-27
4,1987-05-27
4,1987-05-27
4,1987-05-27
4,1987-05-27
4,1987-05-27
4,1987-05-27
4,1987-05-27
4,1987-05-27
4,1987-05-27
4,1987-05-27
4,1987-05-27
4,1987-05-27
4,1987-05-27
4,1987-05-27
4,1987-05-27
1122,1991-10-09
1122,1991-10-09
2287,1996-05-14
2287,1996-05-14
2287,1996-05-14
1942,1995-01-03
5354,2008-06-09
2799,1998-06-01
2799,1998-06-01
2660,1997-11-06
325,1988-08-29
325,1988-08-29
1049,1991-06-28
1049,1991-06-28
1049,1991-06-28
1049,1991-06-28
511,1989-05-23
511,1989-05-23
511,1989-05-23
511,1989-05-23
810,1990-07-24
1637,1993-10-18
182,1988-02-08
182,1988-02-08
182,1988-02-08
855,1990-09-25
855,1990-09-25
855,1990-09-25
1420,1992-12-04
1420,1992-12-04
39,1987-07-16
39,1987-07-16
39,1987-07-16
39,1987-07-16
39,1987-07-16
39,1987-07-16
39,1987-07-16
928,1991-01-08
928,1991-01-08
928,1991-01-08
928,1991-01-08
928,1991-01-08
2125,1995-09-21
1887,1994-10-13
1938,1994-12-23
1938,1994-12-23
1938,1994-12-23
1938,1994-12-23
1938,1994-12-23
3615,2001-08-20
5994,2010-12-21
4344,2004-06-22
2513,1997-04-07
3572,2001-06-20
6039,2011-02-25
8999,2022-10-31
8309,2020-02-10
8139,2019-06-17
7759,2017-12-12
7009,2015-01-08
7009,2015-01-08
7167,2015-08-21
7167,2015-08-21
7793,2018-02-01
8163,2019-07-19
7249,2015-12-16
7249,2015-12-16
7249,2015-12-16
7249,2015-12-16
5794,2010-03-09
3342,2000-07-27
2302,1996-06-05
2302,1996-06-05
3945,2002-12-03
3592,2001-07-18
3592,2001-07-18
3592,2001-07-18
3592,2001-07-18
3165,1999-11-10
3518,2001-04-04
3011,1999-03-31
3011,1999-03-31
3011,1999-03-31
2582,1997-07-17
2582,1997-07-17
573,1989-08-17
315,1988-08-15
564,1989-08-04
564,1989-08-04
94,1987-10-01
94,1987-10-01
94,1987-10-01
94,1987-10-01
94,1987-10-01
94,1987-10-01
94,1987-10-01
94,1987-10-01
59,1987-08-13
59,1987-08-13
59,1987-08-13
59,1987-08-13
59,1987-08-13
59,1987-08-13
59,1987-08-13
59,1987-08-13
59,1987-08-13
59,1987-08-13
59,1987-08-13
59,1987-08-13
59,1987-08-13
59,1987-08-13
59,1987-08-13
59,1987-08-13
59,1987-08-13
59,1987-08-13
59,1987-08-13
59,1987-08-13
59,1987-08-13
59,1987-08-13
59,1987-08-13
59,1987-08-13
59,1987-08-13
59,1987-08-13
2540,1997-05-14
1967,1995-02-07
1975,1995-02-17
1975,1995-02-17
5015,2007-01-31
4015,2003-03-14
4754,2006-01-23
8495,2020-11-03
4415,2004-09-29
5334,2008-05-09
7862,2018-05-14
6663,2013-08-27
5798,2010-03-15
5798,2010-03-15
4391,2004-08-26
4569,2005-05-05
5313,2008-04-10
4043,2003-04-23
4043,2003-04-23
4043,2003-04-23
1667,1993-11-29
465,1989-03-15
3802,2002-05-14
1519,1993-04-30
1519,1993-04-30
157,1987-12-30
157,1987-12-30
157,1987-12-30
1331,1992-08-03
2524,1997-04-22
88,1987-09-23
88,1987-09-23
88,1987-09-23
88,1987-09-23
88,1987-09-23
88,1987-09-23
88,1987-09-23
88,1987-09-23
88,1987-09-23
88,1987-09-23
88,1987-09-23
88,1987-09-23
88,1987-09-23
88,1987-09-23
88,1987-09-23
88,1987-09-23
88,1987-09-23
88,1987-09-23
88,1987-09-23
2250,1996-03-19
2836,1998-07-22
2150,1995-10-26
1757,1994-04-11
2248,1996-03-15
852,1990-09-20
852,1990-09-20
3588,2001-07-12
3089,1999-07-26
3089,1999-07-26
2274,1996-04-24
2274,1996-04-24
2107,1995-08-25
2107,1995-08-25
2107,1995-08-25
3550,2001-05-18
3552,2001-05-22
5362,2008-06-19
5362,2008-06-19
6809,2014-03-26
7897,2018-07-03
8201,2019-09-11
6596,2013-05-22
6596,2013-05-22
6422,2012-09-12
1000,1991-04-19
1000,1991-04-19
654,1989-12-08
654,1989-12-08
654,1989-12-08
654,1989-12-08
654,1989-12-08
654,1989-12-08
1959,1995-01-26
1409,1992-11-19
2498,1997-03-17
4518,2005-02-22
3985,2003-01-31
5916,2010-08-31
6008,2011-01-11
6008,2011-01-11
7338,2016-04-25
7338,2016-04-25
8133,2019-06-07
8133,2019-06-07
8133,2019-06-07
7311,2016-03-16
8502,2020-11-12
8502,2020-11-12
7311,2016-03-16
7311,2016-03-16
7311,2016-03-16
7311,2016-03-16
7815,2018-03-05
5833,2010-05-04
4675,2005-09-30
4891,2006-08-04
3487,2001-02-20
6271,2012-02-02
6271,2012-02-02
6271,2012-02-02
6394,2012-08-02
6648,2013-08-06
6648,2013-08-06
4653,2005-08-31
7100,2015-05-19
7180,2015-09-10
8531,2020-12-23
8531,2020-12-23
4446,2004-11-11
5728,2009-12-01
6486,2012-12-12
5577,2009-04-28
6470,2012-11-19
4345,2004-06-23
3594,2001-07-20
6588,2013-05-10
8236,2019-10-30
8492,2020-10-29
7129,2015-06-30
8642,2021-06-04
8642,2021-06-04
6303,2012-03-20
6946,2014-10-08
6946,2014-10-08
8418,2020-07-16
4565,2005-04-29
6473,2012-11-23
5052,2007-03-26
2973,1999-02-04
1903,1994-11-04
1201,1992-01-30
1958,1995-01-25
671,1990-01-05
671,1990-01-05
926,1991-01-04
491,1989-04-24
2715,1998-01-28
2512,1997-04-04
2512,1997-04-04
2512,1997-04-04
1976,1995-02-20
4036,2003-04-14
3658,2001-10-18
3658,2001-10-18
2043,1995-05-26
4099,2003-07-10
4099,2003-07-10
2011,1995-04-10
2037,1995-05-18
3555,2001-05-25
4110,2003-07-25
4047,2003-04-29
4047,2003-04-29
4047,2003-04-29
2786,1998-05-12
3584,2001-07-06
1702,1994-01-20
2849,1998-08-10
2849,1998-08-10
5889,2010-07-23
7209,2015-10-21
7209,2015-10-21
7209,2015-10-21
7209,2015-10-21
7209,2015-10-21
7209,2015-10-21
7209,2015-10-21
7209,2015-10-21
7767,2017-12-22
7767,2017-12-22
7954,2018-09-20
8095,2019-04-12
8095,2019-04-12
8095,2019-04-12
7193,2015-09-29
7193,2015-09-29
8439,2020-08-14
8439,2020-08-14
8439,2020-08-14
8439,2020-08-14
8549,2021-01-20
7124,2015-06-23
7114,2015-06-09
7450,2016-09-29
7284,2016-02-05
7284,2016-02-05
7294,2016-02-22
7724,2017-10-24
7152,2015-07-31
7152,2015-07-31
7295,2016-02-23
7295,2016-02-23
7295,2016-02-23
7295,2016-02-23
7295,2016-02-23
7402,2016-07-25
7402,2016-07-25
8114,2019-05-10
8112,2019-05-08
7827,2018-03-21
8200,2019-09-10
8200,2019-09-10
8200,2019-09-10
8200,2019-09-10
6067,2011-04-06
1875,1994-09-27
604,1989-09-29
604,1989-09-29
604,1989-09-29
604,1989-09-29
604,1989-09-29
604,1989-09-29
604,1989-09-29
604,1989-09-29
604,1989-09-29
604,1989-09-29
604,1989-09-29
604,1989-09-29
2396,1996-10-16
1086,1991-08-20
1086,1991-08-20
1206,1992-02-06
1206,1992-02-06
1206,1992-02-06
1206,1992-02-06
1206,1992-02-06
514,1989-05-26
514,1989-05-26
1897,1994-10-27
3174,1999-11-23
3857,2002-08-01
4159,2003-10-02
3115,1999-09-01
1138,1991-10-31
2648,1997-10-21
1225,1992-03-04
2731,1998-02-19
866,1990-10-10
866,1990-10-10
1117,1991-10-02
78,1987-09-09
78,1987-09-09
78,1987-09-09
78,1987-09-09
78,1987-09-09
78,1987-09-09
78,1987-09-09
78,1987-09-09
78,1987-09-09
78,1987-09-09
78,1987-09-09
78,1987-09-09
78,1987-09-09
78,1987-09-09
78,1987-09-09
78,1987-09-09
78,1987-09-09
78,1987-09-09
646,1989-11-28
646,1989-11-28
646,1989-11-28
646,1989-11-28
646,1989-11-28
457,1989-03-03
4776,2006-02-22
4776,2006-02-22
7564,2017-03-13
7564,2017-03-13
7564,2017-03-13
7564,2017-03-13
7985,2018-11-02
7985,2018-11-02
5035,2007-03-01
5646,2009-08-05
7093,2015-05-08
8821,2022-02-15
5778,2010-02-12
5778,2010-02-12
6371,2012-06-29
4734,2005-12-22
6081,2011-04-28
6126,2011-07-05
6669,2013-09-05
6669,2013-09-05
6669,2013-09-05
5257,2008-01-18
6821,2014-04-11
6821,2014-04-11
7569,2017-03-20
6633,2013-07-16
6981,2014-11-26
6332,2012-05-03
6509,2013-01-16
6592,2013-05-16
6581,2013-05-01
6581,2013-05-01
2416,1996-11-13
623,1989-10-26
338,1988-09-15
338,1988-09-15
60,1987-08-14
709,1990-02-28
467,1989-03-17
5567,2009-04-14
3760,2002-03-14
2397,1996-10-17
1810,1994-06-27
2544,1997-05-20
2544,1997-05-20
2544,1997-05-20
2856,1998-08-19
2856,1998-08-19
4469,2004-12-14
6196,2011-10-13
7163,2015-08-17
8602,2021-04-07
8602,2021-04-07
8602,2021-04-07
7917,2018-07-31
6767,2014-01-24
8963,2022-09-08
8963,2022-09-08
8963,2022-09-08
8963,2022-09-08
7671,2017-08-10
8691,2021-08-12
8691,2021-08-12
8691,2021-08-12
8691,2021-08-12
5000,2007-01-09
5000,2007-01-09
5000,2007-01-09
8437,2020-08-12
7400,2016-07-21
7652,2017-07-14
5909,2010-08-20
5909,2010-08-20
5203,2007-10-30
6595,2013-05-21
8117,2019-05-15
8117,2019-05-15
5903,2010-08-12
4706,2005-11-14
3395,2000-10-10
4846,2006-06-02
2526,1997-04-24
4248,2004-02-09
6028,2011-02-09
4088,2003-06-25
4283,2004-03-29
4582,2005-05-24
5057,2007-04-02
8763,2021-11-23
5187,2007-10-08
5899,2010-08-06
6613,2013-06-17
6613,2013-06-17
6340,2012-05-16
6340,2012-05-16
7108,2015-06-01
6922,2014-09-04
8205,2019-09-17
5795,2010-03-10
5795,2010-03-10
5795,2010-03-10
6716,2013-11-11
6716,2013-11-11
7344,2016-05-03
5925,2010-09-14
5925,2010-09-14
5925,2010-09-14
5925,2010-09-14
6180,2011-09-21
6069,2011-04-08
6069,2011-04-08
6161,2011-08-23
6028,2011-02-09
7165,2015-08-19
4828,2006-05-09
4616,2005-07-11
4616,2005-07-11
7526,2017-01-18
6025,2011-02-04
5997,2010-12-27
4377,2004-08-06
5304,2008-03-28
5304,2008-03-28
5678,2009-09-21
5678,2009-09-21
5678,2009-09-21
5678,2009-09-21
6594,2013-05-20
6872,2014-06-24
8401,2020-06-23
7118,2015-06-15
6763,2014-01-20
7070,2015-04-07
3805,2002-05-17
5493,2008-12-24
7682,2017-08-25
6854,2014-05-29
6854,2014-05-29
6854,2014-05-29
6854,2014-05-29
6020,2011-01-28
5055,2007-03-29
5154,2007-08-21
8757,2021-11-15
8757,2021-11-15
8757,2021-11-15
8544,2021-01-13
8544,2021-01-13
8544,2021-01-13
8911,2022-06-27
8911,2022-06-27
8911,2022-06-27
8911,2022-06-27
8739,2021-10-20
8739,2021-10-20
8739,2021-10-20
7247,2015-12-14
4551,2005-04-11
7050,2015-03-09
8067,2019-03-05
8067,2019-03-05
8067,2019-03-05
5546,2009-03-13
3036,1999-05-10
3885,2002-09-10
3956,2002-12-18
3785,2002-04-18
4630,2005-07-29
7987,2018-11-06
7987,2018-11-06
5235,2007-12-14
6881,2014-07-08
5194,2007-10-17
5194,2007-10-17
5194,2007-10-17
6315,2012-04-10
6017,2011-01-25
6017,2011-01-25
7968,2018-10-10
7968,2018-10-10
7968,2018-10-10
7968,2018-10-10
8088,2019-04-03
8685,2021-08-04
8303,2020-01-31
7282,2016-02-03
4869,2006-07-05
4869,2006-07-05
4869,2006-07-05
8473,2020-10-02
5648,2009-08-07
4858,2006-06-20
3965,2003-01-03
5983,2010-12-06
4547,2005-04-05
4759,2006-01-30
1788,1994-05-25
208,1988-03-15
208,1988-03-15
208,1988-03-15
208,1988-03-15
208,1988-03-15
208,1988-03-15
474,1989-03-30
474,1989-03-30
3483,2001-02-14
3293,2000-05-18
3734,2002-02-06
1724,1994-02-21
1724,1994-02-21
1724,1994-02-21
1502,1993-04-05
2091,1995-08-03
2405,1996-10-29
2405,1996-10-29
4104,2003-07-17
4104,2003-07-17
4939,2006-10-11
3948,2002-12-06
6484,2012-12-10
6098,2011-05-24
6006,2011-01-07
3350,2000-08-08
3988,2003-02-05
2190,1995-12-21
2190,1995-12-21
2647,1997-10-20
5581,2009-05-04
6017,2011-01-25
7875,2018-06-01
7970,2018-10-12
8086,2019-04-01
5858,2010-06-09
5992,2010-12-17
4758,2006-01-27
4758,2006-01-27
4758,2006-01-27
3934,2002-11-18
5736,2009-12-11
5650,2009-08-11
6169,2011-09-06
6169,2011-09-06
5718,2009-11-16
6893,2014-07-24
6428,2012-09-20
6517,2013-01-29
5586,2009-05-11
3783,2002-04-16
3446,2000-12-20
3818,2002-06-07
3818,2002-06-07
4232,2004-01-16
7312,2016-03-17
8436,2020-08-11
8436,2020-08-11
7232,2015-11-23
6678,2013-09-18
4497,2005-01-24
2877,1998-09-18
2927,1998-11-27
2927,1998-11-27
2927,1998-11-27
2927,1998-11-27
4534,2005-03-16
3656,2001-10-16
3656,2001-10-16
2738,1998-03-02
2738,1998-03-02
3056,1999-06-08
687,1990-01-29
696,1990-02-09
1177,1991-12-26
1177,1991-12-26
4015,2003-03-14
4529,2005-03-09
1151,1991-11-19
1153,1991-11-21
1153,1991-11-21
2235,1996-02-27
3218,2000-01-31
2000,1995-03-24
2000,1995-03-24
2991,1999-03-03
2991,1999-03-03
2570,1997-06-26
2570,1997-06-26
2541,1997-05-15
1868,1994-09-16
2560,1997-06-12
703,1990-02-20
687,1990-01-29
687,1990-01-29
56,1987-08-10
56,1987-08-10
56,1987-08-10
56,1987-08-10
56,1987-08-10
56,1987-08-10
56,1987-08-10
56,1987-08-10
56,1987-08-10
56,1987-08-10
56,1987-08-10
359,1988-10-14
359,1988-10-14
359,1988-10-14
408,1988-12-22
928,1991-01-08
928,1991-01-08
920,1990-12-26
920,1990-12-26
920,1990-12-26
369,1988-10-28
369,1988-10-28
369,1988-10-28
369,1988-10-28
369,1988-10-28
1003,1991-04-24
1003,1991-04-24
1003,1991-04-24
1580,1993-07-28
3680,2001-11-19
2031,1995-05-10
1256,1992-04-16
1303,1992-06-24
1303,1992-06-24
1303,1992-06-24
1230,1992-03-11
1230,1992-03-11
2583,1997-07-18
2017,1995-04-20
714,1990-03-07
714,1990-03-07
714,1990-03-07
1276,1992-05-15
1276,1992-05-15
3363,2000-08-25
1931,1994-12-14
3048,1999-05-26
3048,1999-05-26
3048,1999-05-26
1185,1992-01-08
374,1988-11-04
374,1988-11-04
374,1988-11-04
374,1988-11-04
374,1988-11-04
374,1988-11-04
374,1988-11-04
746,1990-04-24
3189,1999-12-14
3189,1999-12-14
5312,2008-04-09
5563,2009-04-07
3211,2000-01-20
3457,2001-01-09
8061,2019-02-25
8061,2019-02-25
8061,2019-02-25
8061,2019-02-25
6718,2013-11-13
5769,2010-02-01
3104,1999-08-16
2766,1998-04-09
3476,2001-02-05
6285,2012-02-23
5521,2009-02-05
8578,2021-03-02
8578,2021-03-02
8578,2021-03-02
4685,2005-10-14
1448,1993-01-18
1518,1993-04-29
1937,1994-12-22
1114,1991-09-27
3386,2000-09-27
3326,2000-07-05
2314,1996-06-21
4069,2003-05-29
4831,2006-05-12
5144,2007-08-07
5891,2010-07-27
7159,2015-08-11
7159,2015-08-11
7487,2016-11-21
7487,2016-11-21
8609,2021-04-16
8668,2021-07-12
7556,2017-03-01
8024,2019-01-03
8401,2020-06-23
8835,2022-03-07
8334,2020-03-16
8334,2020-03-16
5031,2007-02-23
8403,2020-06-25
6492,2012-12-20
7209,2015-10-21
5923,2010-09-10
6157,2011-08-17
7030,2015-02-09
6351,2012-06-01
5286,2008-03-03
7736,2017-11-09
7736,2017-11-09
7736,2017-11-09
5909,2010-08-20
7419,2016-08-17
