tau,tau_date
7419,2016-08-17
7419,2016-08-17
7419,2016-08-17
8392,2020-06-10
7422,2016-08-22
5722,2009-11-20
6122,2011-06-28
8238,2019-11-01
5831,2010-04-30
8017,2018-12-18
8158,2019-07-12
7444,2016-09-21
7444,2016-09-21
7444,2016-09-21
7444,2016-09-21
7444,2016-09-21
5165,2007-09-06
3134,1999-09-28
4517,2005-02-21
4468,2004-12-13
3345,2000-08-01
2166,1995-11-17
2451,1997-01-06
4306,2004-04-29
7331,2016-04-14
7331,2016-04-14
8159,2019-07-15
6361,2012-06-15
8248,2019-11-15
8248,2019-11-15
7950,2018-09-14
7950,2018-09-14
6293,2012-03-06
6551,2013-03-19
4728,2005-12-14
6172,2011-09-09
4701,2005-11-07
4746,2006-01-11
4227,2004-01-09
3574,2001-06-22
3774,2002-04-03
4472,2004-12-17
1509,1993-04-16
1038,1991-06-13
1038,1991-06-13
1038,1991-06-13
2436,1996-12-11
2178,1995-12-05
4876,2006-07-14
7287,2016-02-10
4514,2005-02-16
6134,2011-07-15
6134,2011-07-15
6134,2011-07-15
4962,2006-11-13
5325,2008-04-28
3994,2003-02-13
7056,2015-03-17
7056,2015-03-17
7342,2016-04-29
6742,2013-12-18
5965,2010-11-09
2372,1996-09-12
3510,2001-03-23
2379,1996-09-23
995,1991-04-12
1043,1991-06-20
1089,1991-08-23
1089,1991-08-23
1711,1994-02-02
1711,1994-02-02
3466,2001-01-22
3466,2001-01-22
2568,1997-06-24
1723,1994-02-18
1723,1994-02-18
2146,1995-10-20
1273,1992-05-12
573,1989-08-17
573,1989-08-17
573,1989-08-17
573,1989-08-17
573,1989-08-17
573,1989-08-17
573,1989-08-17
235,1988-04-25
235,1988-04-25
235,1988-04-25
235,1988-04-25
235,1988-04-25
235,1988-04-25
235,1988-04-25
235,1988-04-25
235,1988-04-25
235,1988-04-25
43,1987-07-22
43,1987-07-22
43,1987-07-22
43,1987-07-22
43,1987-07-22
43,1987-07-22
19,1987-06-18
19,1987-06-18
19,1987-06-18
19,1987-06-18
19,1987-06-18
19,1987-06-18
19,1987-06-18
19,1987-06-18
19,1987-06-18
19,1987-06-18
19,1987-06-18
3268,2000-04-10
3268,2000-04-10
2739,1998-03-03
4136,2003-09-01
6090,2011-05-12
8206,2019-09-18
7657,2017-07-21
7478,2016-11-08
3368,2000-09-01
3368,2000-09-01
3368,2000-09-01
3368,2000-09-01
3368,2000-09-01
4033,2003-04-09
4114,2003-07-31
7096,2015-05-13
8087,2019-04-02
5665,2009-09-01
3690,2001-12-03
2158,1995-11-07
4416,2004-09-30
5718,2009-11-16
5718,2009-11-16
5718,2009-11-16
5545,2009-03-12
5545,2009-03-12
3630,2001-09-10
6596,2013-05-22
6596,2013-05-22
7394,2016-07-13
5667,2009-09-03
4339,2004-06-15
5876,2010-07-06
2912,1998-11-06
3781,2002-04-12
1892,1994-10-20
1009,1991-05-02
1009,1991-05-02
1009,1991-05-02
1096,1991-09-03
1096,1991-09-03
1096,1991-09-03
88,1987-09-23
88,1987-09-23
88,1987-09-23
88,1987-09-23
1619,1993-09-22
1947,1995-01-10
1947,1995-01-10
1114,1991-09-27
1114,1991-09-27
4518,2005-02-22
4834,2006-05-17
3289,2000-05-12
2399,1996-10-21
2399,1996-10-21
3815,2002-05-31
3325,2000-07-04
4219,2003-12-29
5228,2007-12-05
6584,2013-05-06
6584,2013-05-06
6584,2013-05-06
6727,2013-11-26
7550,2017-02-21
7550,2017-02-21
8539,2021-01-06
8539,2021-01-06
8539,2021-01-06
8539,2021-01-06
8910,2022-06-24
8910,2022-06-24
8910,2022-06-24
8910,2022-06-24
8910,2022-06-24
8910,2022-06-24
8910,2022-06-24
8716,2021-09-17
8716,2021-09-17
8716,2021-09-17
6715,2013-11-08
6402,2012-08-14
4158,2003-10-01
2258,1996-03-29
853,1990-09-21
853,1990-09-21
2464,1997-01-24
507,1989-05-17
3125,1999-09-15
2014,1995-04-13
300,1988-07-25
300,1988-07-25
300,1988-07-25
300,1988-07-25
300,1988-07-25
300,1988-07-25
300,1988-07-25
300,1988-07-25
300,1988-07-25
1212,1992-02-14
4643,2005-08-17
3141,1999-10-07
2328,1996-07-11
2328,1996-07-11
2273,1996-04-23
2273,1996-04-23
3199,2000-01-04
1899,1994-10-31
3899,2002-09-30
3899,2002-09-30
1190,1992-01-15
410,1988-12-27
410,1988-12-27
410,1988-12-27
2156,1995-11-03
131,1987-11-23
131,1987-11-23
131,1987-11-23
131,1987-11-23
131,1987-11-23
131,1987-11-23
131,1987-11-23
131,1987-11-23
131,1987-11-23
131,1987-11-23
131,1987-11-23
131,1987-11-23
131,1987-11-23
258,1988-05-26
258,1988-05-26
258,1988-05-26
258,1988-05-26
258,1988-05-26
258,1988-05-26
258,1988-05-26
258,1988-05-26
258,1988-05-26
258,1988-05-26
258,1988-05-26
291,1988-07-12
291,1988-07-12
291,1988-07-12
291,1988-07-12
291,1988-07-12
38,1987-07-15
38,1987-07-15
38,1987-07-15
38,1987-07-15
38,1987-07-15
38,1987-07-15
38,1987-07-15
38,1987-07-15
38,1987-07-15
38,1987-07-15
2264,1996-04-10
2261,1996-04-03
2872,1998-09-11
2872,1998-09-11
2872,1998-09-11
1159,1991-11-29
2100,1995-08-16
2100,1995-08-16
2429,1996-12-02
2429,1996-12-02
2429,1996-12-02
3460,2001-01-12
4259,2004-02-24
6053,2011-03-17
3978,2003-01-22
3801,2002-05-13
3318,2000-06-23
3303,2000-06-02
1650,1993-11-04
1485,1993-03-11
464,1989-03-14
464,1989-03-14
464,1989-03-14
464,1989-03-14
464,1989-03-14
464,1989-03-14
464,1989-03-14
464,1989-03-14
464,1989-03-14
2158,1995-11-07
1,1987-05-22
1,1987-05-22
1,1987-05-22
1,1987-05-22
1,1987-05-22
1,1987-05-22
1,1987-05-22
1,1987-05-22
1,1987-05-22
1,1987-05-22
1,1987-05-22
1,1987-05-22
1,1987-05-22
1,1987-05-22
1,1987-05-22
1,1987-05-22
1,1987-05-22
1,1987-05-22
1,1987-05-22
1,1987-05-22
1,1987-05-22
1,1987-05-22
1,1987-05-22
1,1987-05-22
1,1987-05-22
1,1987-05-22
1,1987-05-22
1,1987-05-22
1,1987-05-22
1,1987-05-22
1,1987-05-22
1,1987-05-22
1,1987-05-22
1342,1992-08-18
1342,1992-08-18
2109,1995-08-30
2109,1995-08-30
999,1991-04-18
2245,1996-03-12
2245,1996-03-12
2514,1997-04-08
4144,2003-09-11
3855,2002-07-30
5500,2009-01-06
3934,2002-11-18
3934,2002-11-18
2820,1998-06-30
2820,1998-06-30
2714,1998-01-27
2685,1997-12-12
769,1990-05-25
769,1990-05-25
769,1990-05-25
668,1990-01-02
1162,1991-12-04
496,1989-05-02
2020,1995-04-25
3738,2002-02-12
3738,2002-02-12
3832,2002-06-27
4107,2003-07-22
4992,2006-12-27
5192,2007-10-15
5335,2008-05-12
6778,2014-02-10
6778,2014-02-10
5088,2007-05-17
6373,2012-07-03
6273,2012-02-06
4126,2003-08-18
1749,1994-03-28
3534,2001-04-26
5526,2009-02-12
6749,2013-12-30
6421,2012-09-11
4968,2006-11-21
5247,2008-01-04
2141,1995-10-13
2141,1995-10-13
2141,1995-10-13
3870,2002-08-20
5442,2008-10-13
5258,2008-01-22
1202,1992-01-31
132,1987-11-24
832,1990-08-23
324,1988-08-26
324,1988-08-26
206,1988-03-11
369,1988-10-28
369,1988-10-28
369,1988-10-28
369,1988-10-28
369,1988-10-28
369,1988-10-28
863,1990-10-05
863,1990-10-05
863,1990-10-05
863,1990-10-05
863,1990-10-05
863,1990-10-05
1298,1992-06-17
1298,1992-06-17
2034,1995-05-15
1201,1992-01-30
1595,1993-08-18
2474,1997-02-10
1611,1993-09-10
878,1990-10-26
966,1991-03-01
437,1989-02-03
437,1989-02-03
437,1989-02-03
2204,1996-01-15
2204,1996-01-15
2204,1996-01-15
2204,1996-01-15
2204,1996-01-15
2204,1996-01-15
2204,1996-01-15
2204,1996-01-15
4093,2003-07-02
2604,1997-08-18
1503,1993-04-06
2018,1995-04-21
2417,1996-11-14
5356,2008-06-11
2646,1997-10-17
2646,1997-10-17
2617,1997-09-08
2617,1997-09-08
6199,2011-10-18
8924,2022-07-14
8924,2022-07-14
8932,2022-07-26
8932,2022-07-26
8365,2020-04-30
8365,2020-04-30
8365,2020-04-30
6770,2014-01-29
6770,2014-01-29
7279,2016-01-29
6237,2011-12-12
6137,2011-07-20
8794,2022-01-07
8794,2022-01-07
8786,2021-12-24
7881,2018-06-11
7404,2016-07-27
7404,2016-07-27
3219,2000-02-01
5293,2008-03-12
4472,2004-12-17
5141,2007-08-02
5590,2009-05-15
5590,2009-05-15
5743,2009-12-22
4601,2005-06-20
4978,2006-12-05
6370,2012-06-28
3378,2000-09-15
1681,1993-12-17
1681,1993-12-17
1681,1993-12-17
1681,1993-12-17
1681,1993-12-17
5501,2009-01-07
7563,2017-03-10
5541,2009-03-06
3879,2002-09-02
3879,2002-09-02
1685,1993-12-23
2459,1997-01-17
3315,2000-06-20
2817,1998-06-25
1785,1994-05-20
1785,1994-05-20
2399,1996-10-21
419,1989-01-10
419,1989-01-10
419,1989-01-10
419,1989-01-10
1118,1991-10-03
1134,1991-10-25
1134,1991-10-25
210,1988-03-17
210,1988-03-17
210,1988-03-17
210,1988-03-17
210,1988-03-17
964,1991-02-27
3494,2001-03-01
5187,2007-10-08
5962,2010-11-04
3215,2000-01-26
2120,1995-09-14
3705,2001-12-24
3705,2001-12-24
3705,2001-12-24
725,1990-03-22
403,1988-12-15
403,1988-12-15
403,1988-12-15
403,1988-12-15
403,1988-12-15
1663,1993-11-23
4472,2004-12-17
6344,2012-05-22
4312,2004-05-07
4312,2004-05-07
3434,2000-12-04
3434,2000-12-04
1272,1992-05-11
2207,1996-01-18
1090,1991-08-26
418,1989-01-09
418,1989-01-09
1539,1993-06-01
3048,1999-05-26
3034,1999-05-06
3034,1999-05-06
2977,1999-02-10
1900,1994-11-01
1900,1994-11-01
4241,2004-01-29
1889,1994-10-17
1889,1994-10-17
1889,1994-10-17
1570,1993-07-14
2877,1998-09-18
407,1988-12-21
4392,2004-08-27
6444,2012-10-12
3918,2002-10-25
5886,2010-07-20
7066,2015-03-31
7066,2015-03-31
7066,2015-03-31
7066,2015-03-31
8972,2022-09-22
8972,2022-09-22
8972,2022-09-22
8034,2019-01-17
8034,2019-01-17
8236,2019-10-30
8236,2019-10-30
8787,2021-12-29
8787,2021-12-29
8787,2021-12-29
8787,2021-12-29
8759,2021-11-17
5254,2008-01-15
5125,2007-07-11
7299,2016-02-29
8162,2019-07-18
8162,2019-07-18
8162,2019-07-18
6178,2011-09-19
3513,2001-03-28
3089,1999-07-26
3089,1999-07-26
1688,1993-12-30
1688,1993-12-30
1943,1995-01-04
1943,1995-01-04
1741,1994-03-16
248,1988-05-12
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8362,2020-04-27
8361,2020-04-24
8360,2020-04-23
8360,2020-04-23
8358,2020-04-21
8365,2020-04-30
8376,2020-05-18
8376,2020-05-18
8373,2020-05-13
8374,2020-05-14
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8362,2020-04-27
8362,2020-04-27
8361,2020-04-24
8361,2020-04-24
8360,2020-04-23
8360,2020-04-23
8360,2020-04-23
8360,2020-04-23
8360,2020-04-23
8360,2020-04-23
8360,2020-04-23
8365,2020-04-30
8363,2020-04-28
8363,2020-04-28
8363,2020-04-28
8363,2020-04-28
8363,2020-04-28
8366,2020-05-01
8358,2020-04-21
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8362,2020-04-27
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8364,2020-04-29
8364,2020-04-29
8364,2020-04-29
8358,2020-04-21
8352,2020-04-09
8356,2020-04-17
8363,2020-04-28
8353,2020-04-14
8353,2020-04-14
8351,2020-04-08
8332,2020-03-12
8332,2020-03-12
8335,2020-03-17
8322,2020-02-27
8322,2020-02-27
8322,2020-02-27
8316,2020-02-19
8314,2020-02-17
8308,2020-02-07
8310,2020-02-11
8323,2020-02-28
8324,2020-03-02
8326,2020-03-04
8330,2020-03-10
8345,2020-03-31
8345,2020-03-31
8362,2020-04-27
8362,2020-04-27
8361,2020-04-24
8361,2020-04-24
8362,2020-04-27
8349,2020-04-06
8349,2020-04-06
8353,2020-04-14
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8360,2020-04-23
8360,2020-04-23
8349,2020-04-06
8351,2020-04-08
8348,2020-04-03
8348,2020-04-03
8348,2020-04-03
8348,2020-04-03
8345,2020-03-31
8345,2020-03-31
8353,2020-04-14
8353,2020-04-14
8353,2020-04-14
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8363,2020-04-28
8356,2020-04-17
8362,2020-04-27
8361,2020-04-24
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8362,2020-04-27
8362,2020-04-27
8362,2020-04-27
8362,2020-04-27
8364,2020-04-29
8364,2020-04-29
8364,2020-04-29
8364,2020-04-29
8374,2020-05-14
8373,2020-05-13
8351,2020-04-08
8340,2020-03-24
8342,2020-03-26
8335,2020-03-17
8338,2020-03-20
8340,2020-03-24
8346,2020-04-01
8338,2020-03-20
8338,2020-03-20
8337,2020-03-19
8334,2020-03-16
8335,2020-03-17
8340,2020-03-24
8340,2020-03-24
8335,2020-03-17
8337,2020-03-19
8337,2020-03-19
8342,2020-03-26
8342,2020-03-26
8336,2020-03-18
8345,2020-03-31
8345,2020-03-31
8347,2020-04-02
8347,2020-04-02
8347,2020-04-02
8361,2020-04-24
8361,2020-04-24
8361,2020-04-24
8361,2020-04-24
8361,2020-04-24
8364,2020-04-29
8364,2020-04-29
8361,2020-04-24
8361,2020-04-24
8355,2020-04-16
8361,2020-04-24
8361,2020-04-24
8361,2020-04-24
8361,2020-04-24
8363,2020-04-28
8363,2020-04-28
8363,2020-04-28
8351,2020-04-08
8351,2020-04-08
8358,2020-04-21
8358,2020-04-21
8356,2020-04-17
8366,2020-05-01
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8360,2020-04-23
8361,2020-04-24
8356,2020-04-17
8351,2020-04-08
8351,2020-04-08
8355,2020-04-16
8346,2020-04-01
8349,2020-04-06
8333,2020-03-13
8325,2020-03-03
8335,2020-03-17
8340,2020-03-24
8349,2020-04-06
8341,2020-03-25
8341,2020-03-25
8343,2020-03-27
8337,2020-03-19
8335,2020-03-17
8331,2020-03-11
8331,2020-03-11
8330,2020-03-10
8334,2020-03-16
8347,2020-04-02
8347,2020-04-02
8347,2020-04-02
8347,2020-04-02
8347,2020-04-02
8361,2020-04-24
8365,2020-04-30
8364,2020-04-29
8364,2020-04-29
8366,2020-05-01
8371,2020-05-11
8354,2020-04-15
8358,2020-04-21
8358,2020-04-21
8358,2020-04-21
8358,2020-04-21
8351,2020-04-08
8348,2020-04-03
8345,2020-03-31
8354,2020-04-15
8360,2020-04-23
8360,2020-04-23
8360,2020-04-23
8365,2020-04-30
8368,2020-05-05
8357,2020-04-20
8346,2020-04-01
8345,2020-03-31
8347,2020-04-02
8347,2020-04-02
8347,2020-04-02
8347,2020-04-02
8357,2020-04-20
8355,2020-04-16
8350,2020-04-07
8350,2020-04-07
8350,2020-04-07
8353,2020-04-14
8345,2020-03-31
8354,2020-04-15
8353,2020-04-14
8353,2020-04-14
8351,2020-04-08
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8363,2020-04-28
8363,2020-04-28
8363,2020-04-28
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8367,2020-05-04
8360,2020-04-23
8360,2020-04-23
8360,2020-04-23
8364,2020-04-29
8365,2020-04-30
8368,2020-05-05
8366,2020-05-01
8363,2020-04-28
8363,2020-04-28
8363,2020-04-28
8363,2020-04-28
8363,2020-04-28
8363,2020-04-28
8360,2020-04-23
8360,2020-04-23
8360,2020-04-23
8360,2020-04-23
8360,2020-04-23
8360,2020-04-23
8360,2020-04-23
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8371,2020-05-11
8376,2020-05-18
8374,2020-05-14
8375,2020-05-15
8373,2020-05-13
8376,2020-05-18
8377,2020-05-19
8379,2020-05-21
8382,2020-05-27
8390,2020-06-08
8393,2020-06-11
8388,2020-06-04
8380,2020-05-22
8374,2020-05-14
8374,2020-05-14
8382,2020-05-27
8387,2020-06-03
8398,2020-06-18
8404,2020-06-26
8409,2020-07-03
8423,2020-07-23
8427,2020-07-29
8432,2020-08-05
8427,2020-07-29
8427,2020-07-29
8432,2020-08-05
8441,2020-08-18
8447,2020-08-26
8437,2020-08-12
8449,2020-08-28
8454,2020-09-07
8450,2020-09-01
8452,2020-09-03
8452,2020-09-03
8448,2020-08-27
8455,2020-09-08
8442,2020-08-19
8425,2020-07-27
8412,2020-07-08
8408,2020-07-02
8413,2020-07-09
8415,2020-07-13
8423,2020-07-23
8413,2020-07-09
8415,2020-07-13
8418,2020-07-16
8415,2020-07-13
8414,2020-07-10
8406,2020-06-30
8402,2020-06-24
8388,2020-06-04
8392,2020-06-10
8401,2020-06-23
8398,2020-06-18
8400,2020-06-22
8407,2020-07-01
8412,2020-07-08
8407,2020-07-01
8407,2020-07-01
8402,2020-06-24
8406,2020-06-30
8405,2020-06-29
8398,2020-06-18
8392,2020-06-10
8393,2020-06-11
8386,2020-06-02
8380,2020-05-22
8369,2020-05-06
8362,2020-04-27
8363,2020-04-28
8363,2020-04-28
8358,2020-04-21
8358,2020-04-21
8357,2020-04-20
8357,2020-04-20
8353,2020-04-14
8350,2020-04-07
8355,2020-04-16
8349,2020-04-06
8357,2020-04-20
8357,2020-04-20
8360,2020-04-23
8360,2020-04-23
8360,2020-04-23
8360,2020-04-23
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8365,2020-04-30
8365,2020-04-30
8364,2020-04-29
8364,2020-04-29
8357,2020-04-20
8351,2020-04-08
8356,2020-04-17
8356,2020-04-17
8351,2020-04-08
8353,2020-04-14
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8360,2020-04-23
8362,2020-04-27
8362,2020-04-27
8355,2020-04-16
8358,2020-04-21
8358,2020-04-21
8356,2020-04-17
8356,2020-04-17
8356,2020-04-17
8356,2020-04-17
8356,2020-04-17
8360,2020-04-23
8360,2020-04-23
8360,2020-04-23
8358,2020-04-21
8358,2020-04-21
8353,2020-04-14
8360,2020-04-23
8360,2020-04-23
8360,2020-04-23
8360,2020-04-23
8357,2020-04-20
8356,2020-04-17
8350,2020-04-07
8341,2020-03-25
8357,2020-04-20
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8360,2020-04-23
8360,2020-04-23
8360,2020-04-23
8360,2020-04-23
8373,2020-05-13
8376,2020-05-18
8375,2020-05-15
8379,2020-05-21
8381,2020-05-26
8382,2020-05-27
8368,2020-05-05
8359,2020-04-22
8359,2020-04-22
8360,2020-04-23
8360,2020-04-23
8360,2020-04-23
8360,2020-04-23
8360,2020-04-23
8370,2020-05-07
8367,2020-05-04
8362,2020-04-27
8362,2020-04-27
8360,2020-04-23
8360,2020-04-23
8360,2020-04-23
8357,2020-04-20
8364,2020-04-29
8364,2020-04-29
8363,2020-04-28
8363,2020-04-28
8356,2020-04-17
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8360,2020-04-23
8360,2020-04-23
8360,2020-04-23
8366,2020-05-01
8360,2020-04-23
8360,2020-04-23
8365,2020-04-30
8347,2020-04-02
8347,2020-04-02
8347,2020-04-02
8350,2020-04-07
8345,2020-03-31
8345,2020-03-31
8345,2020-03-31
8343,2020-03-27
8338,2020-03-20
8333,2020-03-13
8333,2020-03-13
8328,2020-03-06
8325,2020-03-03
8316,2020-02-19
8319,2020-02-24
8328,2020-03-06
8326,2020-03-04
8328,2020-03-06
8321,2020-02-26
8329,2020-03-09
8325,2020-03-03
8334,2020-03-16
8339,2020-03-23
8339,2020-03-23
8339,2020-03-23
8331,2020-03-11
8337,2020-03-19
8339,2020-03-23
8345,2020-03-31
8344,2020-03-30
8341,2020-03-25
8347,2020-04-02
8347,2020-04-02
8347,2020-04-02
8348,2020-04-03
8350,2020-04-07
8351,2020-04-08
8352,2020-04-09
8346,2020-04-01
8346,2020-04-01
8334,2020-03-16
8340,2020-03-24
8338,2020-03-20
8342,2020-03-26
8338,2020-03-20
8338,2020-03-20
8345,2020-03-31
8345,2020-03-31
8340,2020-03-24
8337,2020-03-19
8337,2020-03-19
8346,2020-04-01
8370,2020-05-07
8370,2020-05-07
8374,2020-05-14
8364,2020-04-29
8364,2020-04-29
8362,2020-04-27
8362,2020-04-27
8362,2020-04-27
8362,2020-04-27
8362,2020-04-27
8362,2020-04-27
8361,2020-04-24
8361,2020-04-24
8361,2020-04-24
8361,2020-04-24
8361,2020-04-24
8355,2020-04-16
8346,2020-04-01
8355,2020-04-16
8355,2020-04-16
8365,2020-04-30
8365,2020-04-30
8365,2020-04-30
8366,2020-05-01
8362,2020-04-27
8358,2020-04-21
8367,2020-05-04
8368,2020-05-05
8353,2020-04-14
8355,2020-04-16
8355,2020-04-16
8355,2020-04-16
8353,2020-04-14
8333,2020-03-13
8331,2020-03-11
8331,2020-03-11
8331,2020-03-11
8331,2020-03-11
8331,2020-03-11
8338,2020-03-20
8348,2020-04-03
8344,2020-03-30
8352,2020-04-09
8357,2020-04-20
8361,2020-04-24
8361,2020-04-24
8361,2020-04-24
8361,2020-04-24
8361,2020-04-24
8358,2020-04-21
8358,2020-04-21
8362,2020-04-27
8362,2020-04-27
8362,2020-04-27
8362,2020-04-27
8355,2020-04-16
8353,2020-04-14
8364,2020-04-29
8356,2020-04-17
8349,2020-04-06
8357,2020-04-20
8366,2020-05-01
8358,2020-04-21
8358,2020-04-21
8358,2020-04-21
8347,2020-04-02
8347,2020-04-02
8335,2020-03-17
8335,2020-03-17
8347,2020-04-02
8347,2020-04-02
8347,2020-04-02
8347,2020-04-02
8347,2020-04-02
8347,2020-04-02
8345,2020-03-31
8345,2020-03-31
8346,2020-04-01
8335,2020-03-17
8335,2020-03-17
8336,2020-03-18
8336,2020-03-18
8352,2020-04-09
8363,2020-04-28
8363,2020-04-28
8369,2020-05-06
8370,2020-05-07
8367,2020-05-04
8373,2020-05-13
8353,2020-04-14
8353,2020-04-14
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8363,2020-04-28
8363,2020-04-28
8364,2020-04-29
